task_idx,dataset_id,objective,edit_budget,seed,method,n_selected,functional_hit_rate,mean_fitness,best_fitness,mean_edit_distance,constraint_satisfaction_rate,joint_success_rate
19,D7PM05_CLYGR_Somermeyer_2022,fragility_aware,3,1,editguard_diffusion,50,0.64,0.782429532939017,0.9906995716908016,1.82,1.0,0.64
19,D7PM05_CLYGR_Somermeyer_2022,fragility_aware,3,2,editguard_diffusion,50,0.58,0.7505731184988784,0.9913522333265348,1.92,1.0,0.58
19,D7PM05_CLYGR_Somermeyer_2022,fragility_aware,3,3,editguard_diffusion,50,0.64,0.7700664899041404,0.9886192127269019,1.78,1.0,0.64
19,D7PM05_CLYGR_Somermeyer_2022,fragility_aware,3,4,editguard_diffusion,50,0.66,0.7844022027330207,0.9979196410361003,1.8,1.0,0.66
20,D7PM05_CLYGR_Somermeyer_2022,motif_avoidance,3,0,editguard_diffusion,50,0.48,0.624859065878034,0.9887415867836019,1.9,1.0,0.48
20,D7PM05_CLYGR_Somermeyer_2022,motif_avoidance,3,1,editguard_diffusion,50,0.44,0.6484707322047726,0.9911482765653682,1.98,1.0,0.44
20,D7PM05_CLYGR_Somermeyer_2022,motif_avoidance,3,2,editguard_diffusion,50,0.54,0.6988504996940648,0.9982051805017337,1.86,1.0,0.54
20,D7PM05_CLYGR_Somermeyer_2022,motif_avoidance,3,3,editguard_diffusion,50,0.48,0.6711262492351621,0.9944523760962676,1.82,1.0,0.48
20,D7PM05_CLYGR_Somermeyer_2022,motif_avoidance,3,4,editguard_diffusion,50,0.44,0.6299979604323883,0.985886192127269,1.94,1.0,0.44
21,D7PM05_CLYGR_Somermeyer_2022,novelty,5,0,editguard_diffusion,50,0.48,0.7019359575769937,0.9821741790740363,1.94,1.0,0.48
21,D7PM05_CLYGR_Somermeyer_2022,novelty,5,1,editguard_diffusion,50,0.44,0.6782011013665104,0.9885784213746686,1.98,1.0,0.44
21,D7PM05_CLYGR_Somermeyer_2022,novelty,5,2,editguard_diffusion,50,0.48,0.6547118090964716,0.9952682031409341,2.02,1.0,0.48
21,D7PM05_CLYGR_Somermeyer_2022,novelty,5,3,editguard_diffusion,50,0.56,0.704462573934326,0.9999592086477667,2.06,1.0,0.56
21,D7PM05_CLYGR_Somermeyer_2022,novelty,5,4,editguard_diffusion,50,0.46,0.6620216194166838,0.9892718743626351,1.92,1.0,0.46
22,D7PM05_CLYGR_Somermeyer_2022,fragility_aware,5,0,editguard_diffusion,50,0.62,0.7810426269630839,0.9967774831735672,1.86,1.0,0.62
22,D7PM05_CLYGR_Somermeyer_2022,fragility_aware,5,1,editguard_diffusion,50,0.62,0.7593620232510707,0.9946563328574343,1.8,1.0,0.62
22,D7PM05_CLYGR_Somermeyer_2022,fragility_aware,5,2,editguard_diffusion,50,0.56,0.7409377931878441,0.9965735264124006,1.88,1.0,0.56
22,D7PM05_CLYGR_Somermeyer_2022,fragility_aware,5,3,editguard_diffusion,50,0.42,0.6729953089944931,0.9988986334897002,2.02,1.0,0.42
22,D7PM05_CLYGR_Somermeyer_2022,fragility_aware,5,4,editguard_diffusion,50,0.5,0.7183283703854784,0.984009789924536,1.74,1.0,0.5
23,D7PM05_CLYGR_Somermeyer_2022,motif_avoidance,5,0,editguard_diffusion,50,0.42,0.6357878849683867,0.992004894962268,1.84,1.0,0.42
23,D7PM05_CLYGR_Somermeyer_2022,motif_avoidance,5,1,editguard_diffusion,50,0.42,0.6576618396899857,0.9979196410361003,1.84,1.0,0.42
23,D7PM05_CLYGR_Somermeyer_2022,motif_avoidance,5,2,editguard_diffusion,50,0.46,0.6654586987558637,0.9996328778299001,1.9,1.0,0.46
23,D7PM05_CLYGR_Somermeyer_2022,motif_avoidance,5,3,editguard_diffusion,50,0.46,0.6891054456455231,0.9812767693249032,1.86,1.0,0.46
23,D7PM05_CLYGR_Somermeyer_2022,motif_avoidance,5,4,editguard_diffusion,50,0.5,0.6793889455435448,0.9890679176014685,1.92,1.0,0.5
24,F7YBW8_MESOW_Aakre_2015,novelty,2,0,editguard_diffusion,50,0.86,0.8613076588337684,0.9993472584856397,1.96,1.0,0.86
24,F7YBW8_MESOW_Aakre_2015,novelty,2,1,editguard_diffusion,50,0.88,0.8966906005221932,1.0,1.82,1.0,0.88
24,F7YBW8_MESOW_Aakre_2015,novelty,2,2,editguard_diffusion,50,0.8,0.8654025239338555,0.9981505657093125,1.86,1.0,0.8
24,F7YBW8_MESOW_Aakre_2015,novelty,2,3,editguard_diffusion,50,0.82,0.8403513925152306,0.9986945169712794,1.9,1.0,0.82
24,F7YBW8_MESOW_Aakre_2015,novelty,2,4,editguard_diffusion,50,0.84,0.8826218450826806,0.9997824194952132,1.8,1.0,0.84
25,F7YBW8_MESOW_Aakre_2015,fragility_aware,2,0,editguard_diffusion,50,1.0,0.9784747606614447,0.9990208877284595,1.84,1.0,1.0
25,F7YBW8_MESOW_Aakre_2015,fragility_aware,2,1,editguard_diffusion,50,1.0,0.9737140992167101,1.0,1.84,1.0,1.0
25,F7YBW8_MESOW_Aakre_2015,fragility_aware,2,2,editguard_diffusion,50,1.0,0.9745452567449956,1.0,1.86,1.0,1.0
25,F7YBW8_MESOW_Aakre_2015,fragility_aware,2,3,editguard_diffusion,50,1.0,0.9733616187989557,0.9997824194952132,1.86,1.0,1.0
25,F7YBW8_MESOW_Aakre_2015,fragility_aware,2,4,editguard_diffusion,50,1.0,0.9779025239338556,0.9996736292428199,1.78,1.0,1.0
26,F7YBW8_MESOW_Aakre_2015,motif_avoidance,2,0,editguard_diffusion,50,0.8,0.8468418189730201,0.9995648389904265,1.88,1.0,0.8
26,F7YBW8_MESOW_Aakre_2015,motif_avoidance,2,1,editguard_diffusion,50,0.86,0.8866971279373369,0.9997824194952132,1.84,1.0,0.86
26,F7YBW8_MESOW_Aakre_2015,motif_avoidance,2,2,editguard_diffusion,50,0.88,0.881562228024369,0.9986945169712794,1.84,1.0,0.88
26,F7YBW8_MESOW_Aakre_2015,motif_avoidance,2,3,editguard_diffusion,50,0.82,0.8393701044386426,0.9994560487380331,1.94,1.0,0.82
26,F7YBW8_MESOW_Aakre_2015,motif_avoidance,2,4,editguard_diffusion,50,0.88,0.8882125761531767,0.9997824194952132,1.8,1.0,0.88
27,F7YBW8_MESOW_Aakre_2015,novelty,3,0,editguard_diffusion,50,0.48,0.6617101827676241,0.9934725848563969,2.88,1.0,0.48
27,F7YBW8_MESOW_Aakre_2015,novelty,3,1,editguard_diffusion,50,0.52,0.6267634899912967,0.9897737162750218,2.88,1.0,0.52
27,F7YBW8_MESOW_Aakre_2015,novelty,3,2,editguard_diffusion,50,0.52,0.6496083550913838,0.9864012184508268,2.92,1.0,0.52
27,F7YBW8_MESOW_Aakre_2015,novelty,3,3,editguard_diffusion,50,0.44,0.6262706701479548,0.9986945169712794,2.94,1.0,0.44
27,F7YBW8_MESOW_Aakre_2015,novelty,3,4,editguard_diffusion,50,0.58,0.6853187554395127,0.9921671018276762,2.88,1.0,0.58
28,F7YBW8_MESOW_Aakre_2015,fragility_aware,3,0,editguard_diffusion,50,0.9,0.843453002610966,0.9992384682332462,2.74,1.0,0.9
28,F7YBW8_MESOW_Aakre_2015,fragility_aware,3,1,editguard_diffusion,50,0.78,0.8084475630983463,0.9977154046997389,2.66,1.0,0.78
28,F7YBW8_MESOW_Aakre_2015,fragility_aware,3,2,editguard_diffusion,50,0.76,0.8067482593559617,0.9944516971279374,2.82,1.0,0.76
28,F7YBW8_MESOW_Aakre_2015,fragility_aware,3,3,editguard_diffusion,50,0.9,0.8623466057441252,0.9980417754569191,2.82,1.0,0.9
28,F7YBW8_MESOW_Aakre_2015,fragility_aware,3,4,editguard_diffusion,50,0.76,0.8291906005221932,0.9968450826805918,2.7,1.0,0.76
29,F7YBW8_MESOW_Aakre_2015,motif_avoidance,3,0,editguard_diffusion,50,0.56,0.6802948215839862,0.9995648389904265,2.78,1.0,0.56
29,F7YBW8_MESOW_Aakre_2015,motif_avoidance,3,1,editguard_diffusion,50,0.56,0.7005646214099217,0.9972802436901653,2.86,1.0,0.56
29,F7YBW8_MESOW_Aakre_2015,motif_avoidance,3,2,editguard_diffusion,50,0.54,0.6743363794604003,0.9976066144473456,2.84,1.0,0.54
29,F7YBW8_MESOW_Aakre_2015,motif_avoidance,3,3,editguard_diffusion,50,0.56,0.6597617493472585,0.9871627502175805,2.88,1.0,0.56
29,F7YBW8_MESOW_Aakre_2015,motif_avoidance,3,4,editguard_diffusion,50,0.54,0.6917221496953873,0.9951044386422977,2.8,1.0,0.54
